uuid,professional_persona,sports_persona,arts_persona,travel_persona,culinary_persona,persona,cultural_background,skills_and_expertise,hobbies_and_interests,career_goals_and_ambitions,sex,age,marital_status,education_level,occupation,industry,planning_area,country,interests_seed,skills_seed,skills_and_expertise_list,hobbies_and_interests_list
u-00371,professional 1,sports 3,arts 1,travel 2,culinary 5,Persona 371,Singaporean,analysis|design|tech,gaming|music|travel,grow professionally,F,31,married,bachelor,researcher,retail,Tampines,Singapore,['hobby3hobby4hobby5'],['skill1skill2skill3'],['skill1skill2skill3'],['hobby3hobby4hobby5']
u-00372,professional 2,sports 0,arts 2,travel 0,culinary 0,Persona 372,Singaporean,analysis|design|tech,gaming|music|travel,grow professionally,M,32,single,bachelor,engineer,media,Woodlands,Singapore,['hobby4hobby5hobby6'],['skill2skill3skill4'],['skill2skill3skill4'],['hobby4hobby5hobby6']
u-00373,professional 3,sports 1,arts 3,travel 1,culinary 1,Persona 373,Singaporean,analysis|design|tech,gaming|music|travel,grow professionally,F,33,married,bachelor,teacher,education,Jurong West,Singapore,['hobby5hobby6hobby7'],['skill3skill4skill5'],['skill3skill4skill5'],['hobby5hobby6hobby7']
u-00374,professional 4,sports 2,arts 4,travel 2,culinary 2,Persona 374,Singaporean,analysis|design|tech,gaming|music|travel,grow professionally,M,34,single,bachelor,designer,finance,Hougang,Singapore,['hobby6hobby7hobby0'],['skill4skill5skill6'],['skill4skill5skill6'],['hobby6hobby7hobby0']
u-00375,professional 5,sports 3,arts 0,travel 0,culinary 3,Persona 375,Singaporean,analysis|design|tech,gaming|music|travel,grow professionally,F,35,married,bachelor,analyst,tech,Bedok,Singapore,['hobby7hobby0hobby1'],['skill5skill6skill7'],['skill5skill6skill7'],['hobby7hobby0hobby1']
u-00376,professional 6,sports 0,arts 1,travel 1,culinary 4,Persona 376,Singaporean,analysis|design|tech,gaming|music|travel,grow professionally,M,36,single,bachelor,manager,retail,Tampines,Singapore,['hobby0hobby1hobby2'],['skill6skill7skill8'],['skill6skill7skill8'],['hobby0hobby1hobby2']
u-00377,professional 7,sports 1,arts 2,travel 2,culinary 5,Persona 377,Singaporean,analysis|design|tech,gaming|music|travel,grow professionally,F,37,married,bachelor,researcher,media,Woodlands,Singapore,['hobby1hobby2hobby3'],['skill7skill8skill9'],['skill7skill8skill9'],['hobby1hobby2hobby3']
u-00378,professional 8,sports 2,arts 3,travel 0,culinary 0,Persona 378,Singaporean,analysis|design|tech,gaming|music|travel,grow professionally,M,38,single,bachelor,engineer,education,Jurong West,Singapore,['hobby2hobby3hobby4'],['skill8skill9skill0'],['skill8skill9skill0'],['hobby2hobby3hobby4']
u-00379,professional 9,sports 3,arts 4,travel 1,culinary 1,Persona 379,Singaporean,analysis|design|tech,gaming|music|travel,grow professionally,F,39,married,bachelor,teacher,finance,Hougang,Singapore,['hobby3hobby4hobby5'],['skill9skill0skill1'],['skill9skill0skill1'],['hobby3hobby4hobby5']
u-00380,professional 0,sports 0,arts 0,travel 2,culinary 2,Persona 380,Singaporean,analysis|design|tech,gaming|music|travel,grow professionally,M,40,single,bachelor,designer,tech,Bedok,Singapore,['hobby4hobby5hobby6'],['skill0skill1skill2'],['skill0skill1skill2'],['hobby4hobby5hobby6']
u-00381,professional 1,sports 1,arts 1,travel 0,culinary 3,Persona 381,Singaporean,analysis|design|tech,gaming|music|travel,grow professionally,F,41,married,bachelor,analyst,retail,Tampines,Singapore,['hobby5hobby6hobby7'],['skill1skill2skill3'],['skill1skill2skill3'],['hobby5hobby6hobby7']
u-00382,professional 2,sports 2,arts 2,travel 1,culinary 4,Persona 382,Singaporean,analysis|design|tech,gaming|music|travel,grow professionally,M,42,single,bachelor,manager,media,Woodlands,Singapore,['hobby6hobby7hobby0'],['skill2skill3skill4'],['skill2skill3skill4'],['hobby6hobby7hobby0']
u-00383,professional 3,sports 3,arts 3,travel 2,culinary 5,Persona 383,Singaporean,analysis|design|tech,gaming|music|travel,grow professionally,F,43,married,bachelor,researcher,education,Jurong West,Singapore,['hobby7hobby0hobby1'],['skill3skill4skill5'],['skill3skill4skill5'],['hobby7hobby0hobby1']
u-00384,professional 4,sports 0,arts 4,travel 0,culinary 0,Persona 384,Singaporean,analysis|design|tech,gaming|music|travel,grow professionally,M,44,single,bachelor,engineer,finance,Hougang,Singapore,['hobby0hobby1hobby2'],['skill4skill5skill6'],['skill4skill5skill6'],['hobby0hobby1hobby2']
u-00385,professional 5,sports 1,arts 0,travel 1,culinary 1,Persona 385,Singaporean,analysis|design|tech,gaming|music|travel,grow professionally,F,45,married,bachelor,teacher,tech,Bedok,Singapore,['hobby1hobby2hobby3'],['skill5skill6skill7'],['skill5skill6skill7'],['hobby1hobby2hobby3']
u-00386,professional 6,sports 2,arts 1,travel 2,culinary 2,Persona 386,Singaporean,analysis|design|tech,gaming|music|travel,grow professionally,M,46,single,bachelor,designer,retail,Tampines,Singapore,['hobby2hobby3hobby4'],['skill6skill7skill8'],['skill6skill7skill8'],['hobby2hobby3hobby4']
u-00387,professional 7,sports 3,arts 2,travel 0,culinary 3,Persona 387,Singaporean,analysis|design|tech,gaming|music|travel,grow professionally,F,47,married,bachelor,analyst,media,Woodlands,Singapore,['hobby3hobby4hobby5'],['skill7skill8skill9'],['skill7skill8skill9'],['hobby3hobby4hobby5']
u-00388,professional 8,sports 0,arts 3,travel 1,culinary 4,Persona 388,Singaporean,analysis|design|tech,gaming|music|travel,grow professionally,M,48,single,bachelor,manager,education,Jurong West,Singapore,['hobby4hobby5hobby6'],['skill8skill9skill0'],['skill8skill9skill0'],['hobby4hobby5hobby6']
u-00389,professional 9,sports 1,arts 4,travel 2,culinary 5,Persona 389,Singaporean,analysis|design|tech,gaming|music|travel,grow professionally,F,49,married,bachelor,researcher,finance,Hougang,Singapore,['hobby5hobby6hobby7'],['skill9skill0skill1'],['skill9skill0skill1'],['hobby5hobby6hobby7']
u-00390,professional 0,sports 2,arts 0,travel 0,culinary 0,Persona 390,Singaporean,analysis|design|tech,gaming|music|travel,grow professionally,M,50,single,bachelor,engineer,tech,Bedok,Singapore,['hobby6hobby7hobby0'],['skill0skill1skill2'],['skill0skill1skill2'],['hobby6hobby7hobby0']
u-00391,professional 1,sports 3,arts 1,travel 1,culinary 1,Persona 391,Singaporean,analysis|design|tech,gaming|music|travel,grow professionally,F,51,married,bachelor,teacher,retail,Tampines,Singapore,['hobby7hobby0hobby1'],['skill1skill2skill3'],['skill1skill2skill3'],['hobby7hobby0hobby1']
u-00392,professional 2,sports 0,arts 2,travel 2,culinary 2,Persona 392,Singaporean,analysis|design|tech,gaming|music|travel,grow professionally,M,52,single,bachelor,designer,media,Woodlands,Singapore,['hobby0hobby1hobby2'],['skill2skill3skill4'],['skill2skill3skill4'],['hobby0hobby1hobby2']
u-00393,professional 3,sports 1,arts 3,travel 0,culinary 3,Persona 393,Singaporean,analysis|design|tech,gaming|music|travel,grow professionally,F,53,married,bachelor,analyst,education,Jurong West,Singapore,['hobby1hobby2hobby3'],['skill3skill4skill5'],['skill3skill4skill5'],['hobby1hobby2hobby3']
u-00394,professional 4,sports 2,arts 4,travel 1,culinary 4,Persona 394,Singaporean,analysis|design|tech,gaming|music|travel,grow professionally,M,54,single,bachelor,manager,finance,Hougang,Singapore,['hobby2hobby3hobby4'],['skill4skill5skill6'],['skill4skill5skill6'],['hobby2hobby3hobby4']
u-00395,professional 5,sports 3,arts 0,travel 2,culinary 5,Persona 395,Singaporean,analysis|design|tech,gaming|music|travel,grow professionally,F,55,married,bachelor,researcher,tech,Bedok,Singapore,['hobby3hobby4hobby5'],['skill5skill6skill7'],['skill5skill6skill7'],['hobby3hobby4hobby5']
u-00396,professional 6,sports 0,arts 1,travel 0,culinary 0,Persona 396,Singaporean,analysis|design|tech,gaming|music|travel,grow professionally,M,56,single,bachelor,engineer,retail,Tampines,Singapore,['hobby4hobby5hobby6'],['skill6skill7skill8'],['skill6skill7skill8'],['hobby4hobby5hobby6']
u-00397,professional 7,sports 1,arts 2,travel 1,culinary 1,Persona 397,Singaporean,analysis|design|tech,gaming|music|travel,grow professionally,F,57,married,bachelor,teacher,media,Woodlands,Singapore,['hobby5hobby6hobby7'],['skill7skill8skill9'],['skill7skill8skill9'],['hobby5hobby6hobby7']
u-00398,professional 8,sports 2,arts 3,travel 2,culinary 2,Persona 398,Singaporean,analysis|design|tech,gaming|music|travel,grow professionally,M,58,single,bachelor,designer,education,Jurong West,Singapore,['hobby6hobby7hobby0'],['skill8skill9skill0'],['skill8skill9skill0'],['hobby6hobby7hobby0']
u-00399,professional 9,sports 3,arts 4,travel 0,culinary 3,Persona 399,Singaporean,analysis|design|tech,gaming|music|travel,grow professionally,F,59,married,bachelor,analyst,finance,Hougang,Singapore,['hobby7hobby0hobby1'],['skill9skill0skill1'],['skill9skill0skill1'],['hobby7hobby0hobby1']
